YEAR,STATE DESCRIPTION,STATE _CODE,NAICS_CODE,INDUSTRY,ENTERPRISE_EMPLOYMENT_SIZE,NUMBER_OF_FILMS_SMALL,NUMBER_OF_ESTABLISHMENTS_SMALL,EMPLOYMENT_SMALL,ANNUAL_PAYROLL _SMALL,SALARY_EMP_SMALL
2014,Connecticut,CT,62,Health care and social assistance,08:  <500,7285,8851,137991,5696787000,41283.75764
2014,Connecticut,CT,71,"Arts, entertainment, and recreation",08:  <500,1483,1557,22171,594927000,26833.56637
2014,Connecticut,CT,72,Accommodation and food services,08:  <500,6931,7377,90957,1649896000,18139.29659
2014,Connecticut,CT,81,Other services (except public administration),08:  <500,8642,8834,52717,1631755000,30953.10811
2014,Connecticut,CT,--,Total,08:  <500,69386,74015,732750,36653840000,50022.29956
2014,Connecticut,CT,31-33,Manufacturing,08:  <500,3809,3877,77584,4438217000,57205.31295
2014,Connecticut,CT,44-45,Retail trade,08:  <500,8193,8810,69549,2515966000,36175.44465
2014,Connecticut,CT,48-49,Transportation and warehousing,08:  <500,1183,1233,14908,739568000,49608.80064
2014,Delaware,DE,11,"Agriculture, forestry, fishing and hunting",08:  <500,36,36,120,4482000,37350
2014,Delaware,DE,21,"Mining, quarrying, and oil and gas extraction",08:  <500,12,12,136,13009000,95654.41176
2014,Delaware,DE,23,Construction,08:  <500,2136,2139,17462,936701000,53642.25175
2014,Delaware,DE,42,Wholesale trade,08:  <500,818,849,6924,401499000,57986.56846
2014,Delaware,DE,51,Information,08:  <500,264,275,2617,175433000,67035.91899
2014,Delaware,DE,52,Finance and insurance,08:  <500,986,1096,5862,394904000,67366.76902
2014,Delaware,DE,53,Real estate and rental and leasing,08:  <500,853,921,4961,221763000,44701.26991
2014,Delaware,DE,54,"Professional, scientific, and technical services",08:  <500,2410,2474,16483,1377218000,83553.84335
2014,Delaware,DE,55,Management of companies and enterprises,08:  <500,417,449,1680,101259000,60273.21429
2014,Delaware,DE,56,Administrative and support and waste management and remediation services,08:  <500,1142,1149,11330,410958000,36271.66814
2014,Delaware,DE,61,Educational services,08:  <500,269,272,5260,163978000,31174.52471
2014,Delaware,DE,62,Health care and social assistance,08:  <500,1770,2064,28561,1238616000,43367.3891
2014,Delaware,DE,71,"Arts, entertainment, and recreation",08:  <500,388,396,4758,194908000,40964.2707
2014,Delaware,DE,72,Accommodation and food services,08:  <500,1576,1688,24352,422451000,17347.69218
2014,Delaware,DE,81,Other services (except public administration),08:  <500,2020,2069,13908,391790000,28170.11792
2014,Delaware,DE,--,Total,08:  <500,18228,19364,176837,7798963000,44102.55207
2014,Delaware,DE,31-33,Manufacturing,08:  <500,503,513,8901,468345000,52617.12167
2014,Delaware,DE,44-45,Retail trade,08:  <500,2177,2364,17669,632827000,35815.66586
2014,Delaware,DE,48-49,Transportation and warehousing,08:  <500,526,536,5329,204448000,38365.1717
2014,District of Columbia,District of Columbia,23,Construction,08:  <500,431,433,7799,481213000,61701.88486
2014,District of Columbia,District of Columbia,42,Wholesale trade,08:  <500,247,255,2229,179978000,80743.83131
2014,District of Columbia,District of Columbia,51,Information,08:  <500,378,381,6259,557330000,89044.57581
2014,District of Columbia,District of Columbia,52,Finance and insurance,08:  <500,387,451,3715,444914000,119761.5074
2014,District of Columbia,District of Columbia,53,Real estate and rental and leasing,08:  <500,710,811,6463,428028000,66227.44855
2014,District of Columbia,District of Columbia,54,"Professional, scientific, and technical services",08:  <500,4038,4062,43884,4975616000,113381.0956
2014,District of Columbia,District of Columbia,55,Management of companies and enterprises,08:  <500,51,51,996,60076000,60317.26908
2014,District of Columbia,District of Columbia,56,Administrative and support and waste management and remediation services,08:  <500,642,682,14647,637607000,43531.57643
2014,District of Columbia,District of Columbia,61,Educational services,08:  <500,467,486,14351,710537000,49511.32325
2014,District of Columbia,District of Columbia,62,Health care and social assistance,08:  <500,1674,1875,30460,1315806000,43197.83322
2014,District of Columbia,District of Columbia,71,"Arts, entertainment, and recreation",08:  <500,272,282,4812,351336000,73012.46883
2014,District of Columbia,District of Columbia,72,Accommodation and food services,08:  <500,1805,1901,36766,873143000,23748.65365
2014,District of Columbia,District of Columbia,81,Other services (except public administration),08:  <500,3605,3713,58974,4622221000,78377.26795
2014,District of Columbia,District of Columbia,--,Total,08:  <500,16133,16952,240441,15959020000,66373.95453
2014,District of Columbia,District of Columbia,31-33,Manufacturing,08:  <500,90,90,718,37343000,52009.7493
2014,District of Columbia,District of Columbia,44-45,Retail trade,08:  <500,1234,1282,7203,222975000,30955.85173
2014,District of Columbia,District of Columbia,48-49,Transportation and warehousing,08:  <500,106,106,1077,57405000,53300.83565
2014,Florida,FL,11,"Agriculture, forestry, fishing and hunting",08:  <500,969,985,6976,216312000,31008.02752
2014,Florida,FL,21,"Mining, quarrying, and oil and gas extraction",08:  <500,206,216,1652,94730000,57342.61501
2014,Florida,FL,22,Utilities,08:  <500,273,345,6683,461275000,69022.14574
2014,Florida,FL,23,Construction,08:  <500,45859,46101,298732,12259463000,41038.33202
2014,Florida,FL,42,Wholesale trade,08:  <500,26615,27763,188770,9592104000,50813.70981
2014,Florida,FL,51,Information,08:  <500,4591,4731,36119,2125834000,58856.39137
2014,Florida,FL,52,Finance and insurance,08:  <500,17166,18979,108658,6986418000,64297.31819
2014,Florida,FL,53,Real estate and rental and leasing,08:  <500,26672,28098,96889,3983567000,41114.74987
2014,Florida,FL,54,"Professional, scientific, and technical services",08:  <500,68938,70186,315172,18844007000,59789.59743
2014,Florida,FL,55,Management of companies and enterprises,08:  <500,1010,1037,18037,1499649000,83142.92842
2014,Florida,FL,56,Administrative and support and waste management and remediation services,08:  <500,29491,29996,242468,7661371000,31597.45203
2014,Florida,FL,61,Educational services,08:  <500,5828,6106,82354,2540034000,30842.87345
2014,Florida,FL,62,Health care and social assistance,08:  <500,46290,50132,456894,19956250000,43678.07413
2014,Florida,FL,71,"Arts, entertainment, and recreation",08:  <500,7255,7405,95753,2906481000,30353.94191
2014,Florida,FL,72,Accommodation and food services,08:  <500,28260,30249,447091,7674806000,17166.0937
2014,Florida,FL,81,Other services (except public administration),08:  <500,41939,43127,248767,6497253000,26117.82511
2014,Florida,FL,--,Total,08:  <500,419974,439247,3182562,1.22745E+11,38568.07346
2014,Florida,FL,31-33,Manufacturing,08:  <500,11730,11891,156050,6639285000,42545.88273
2014,Florida,FL,44-45,Retail trade,08:  <500,46153,49362,302979,9964710000,32889.11113
2014,Florida,FL,48-49,Transportation and warehousing,08:  <500,11673,11886,71718,2823335000,39367.17421
2014,Georgia,GA,11,"Agriculture, forestry, fishing and hunting",08:  <500,901,912,7207,268647000,37275.84293
2014,Georgia,GA,21,"Mining, quarrying, and oil and gas extraction",08:  <500,104,115,2436,159913000,65645.73071
2014,Georgia,GA,22,Utilities,08:  <500,115,192,6674,482316000,72267.9053
2014,Georgia,GA,23,Construction,08:  <500,16009,16078,123047,5773849000,46923.93151
2014,Georgia,GA,42,Wholesale trade,08:  <500,10167,10685,102213,5733556000,56094.19545
2014,Georgia,GA,51,Information,08:  <500,1989,2085,23897,1630364000,68224.63071
2014,Georgia,GA,52,Finance and insurance,08:  <500,7361,8732,54032,3343592000,61881.69973
2014,Georgia,GA,53,Real estate and rental and leasing,08:  <500,8030,8760,37836,1788749000,47276.377
2014,Georgia,GA,54,"Professional, scientific, and technical services",08:  <500,26140,26490,140580,8915604000,63420.14511
2014,Georgia,GA,55,Management of companies and enterprises,08:  <500,527,534,9517,741592000,77922.87486
2014,Georgia,GA,56,Administrative and support and waste management and remediation services,08:  <500,9571,9747,105505,3742034000,35467.83565
2014,Georgia,GA,61,Educational services,08:  <500,2580,2681,41172,1274028000,30944.03964
2014,Georgia,GA,62,Health care and social assistance,08:  <500,17957,19686,206099,8448949000,40994.61424
2014,Georgia,GA,71,"Arts, entertainment, and recreation",08:  <500,2640,2700,28190,694710000,24643.84534
2014,Georgia,GA,72,Accommodation and food services,08:  <500,13721,15227,231701,3462537000,14943.98816
2014,Georgia,GA,81,Other services (except public administration),08:  <500,19173,19739,129886,3446052000,26531.35827
2014,Georgia,GA,99,Industries not classified,08:  <500,379,379,410,9438000,23019.5122
2014,Georgia,GA,--,Total,08:  <500,167506,177673,1551537,61084046000,39370.02211
2014,Georgia,GA,31-33,Manufacturing,08:  <500,5941,6114,120589,5276163000,43753.26937
2014,Georgia,GA,44-45,Retail trade,08:  <500,20447,22013,139502,4287454000,30733.99665
2014,Georgia,GA,48-49,Transportation and warehousing,08:  <500,4656,4804,41044,1604499000,39092.16938
2014,Hawaii,HI,11,"Agriculture, forestry, fishing and hunting",08:  <500,29,29,143,4104000,28699.3007
2014,Hawaii,HI,22,Utilities,08:  <500,17,38,529,43059000,81396.97543
2014,Hawaii,HI,23,Construction,08:  <500,2658,2684,23654,1440659000,60905.51281
2014,Hawaii,HI,42,Wholesale trade,08:  <500,1298,1425,13626,595515000,43704.31528
2014,Hawaii,HI,51,Information,08:  <500,248,268,1960,98134000,50068.36735
2014,Hawaii,HI,52,Finance and insurance,08:  <500,653,830,7206,419007000,58146.96087
2014,Hawaii,HI,53,Real estate and rental and leasing,08:  <500,1530,1660,7804,347539000,44533.44439
2014,Hawaii,HI,54,"Professional, scientific, and technical services",08:  <500,2765,2825,17188,1032431000,60066.96532
2014,Hawaii,HI,55,Management of companies and enterprises,08:  <500,115,123,1848,96976000,52476.19048
2014,Hawaii,HI,56,Administrative and support and waste management and remediation services,08:  <500,1455,1536,21076,606454000,28774.62517
2014,Hawaii,HI,61,Educational services,08:  <500,453,482,8645,256171000,29632.27299
2014,Hawaii,HI,62,Health care and social assistance,08:  <500,2853,3254,33446,1395895000,41735.78305
2014,Hawaii,HI,71,"Arts, entertainment, and recreation",08:  <500,478,504,9221,221240000,23993.05932
2014,Hawaii,HI,72,Accommodation and food services,08:  <500,2739,2972,51249,1049989000,20487.99001
2014,Hawaii,HI,81,Other services (except public administration),08:  <500,3050,3226,22115,645355000,29181.77707
2014,Hawaii,HI,99,Industries not classified,08:  <500,39,39,52,969000,18634.61538
2014,Hawaii,HI,--,Total,08:  <500,24056,26570,267796,9775139000,36502.1845
2014,Hawaii,HI,31-33,Manufacturing,08:  <500,715,729,9028,317025000,35115.751
2014,Hawaii,HI,44-45,Retail trade,08:  <500,2623,3249,27506,791013000,28757.83465
2014,Hawaii,HI,48-49,Transportation and warehousing,08:  <500,622,690,11440,409954000,35835.13986
2014,Idaho,ID,11,"Agriculture, forestry, fishing and hunting",08:  <500,436,436,2921,118198000,40464.90928
2014,Idaho,ID,21,"Mining, quarrying, and oil and gas extraction",08:  <500,113,116,1710,130855000,76523.39181
2014,Idaho,ID,22,Utilities,08:  <500,107,119,774,43406000,56080.10336
2014,Idaho,ID,23,Construction,08:  <500,5902,5923,31076,1300712000,41855.8373
2014,Idaho,ID,42,Wholesale trade,08:  <500,1379,1538,16123,722160000,44790.67171
2014,Idaho,ID,51,Information,08:  <500,388,423,4418,205540000,46523.31372
2014,Idaho,ID,52,Finance and insurance,08:  <500,1367,1686,8596,388826000,45233.36436
2014,Idaho,ID,53,Real estate and rental and leasing,08:  <500,1888,2025,5914,185138000,31305.03889
2014,Idaho,ID,54,"Professional, scientific, and technical services",08:  <500,3966,4042,19011,876519000,46105.88607
2014,Idaho,ID,55,Management of companies and enterprises,08:  <500,116,120,1473,81105000,55061.0998
2014,Idaho,ID,56,Administrative and support and waste management and remediation services,08:  <500,1982,2007,15136,427734000,28259.38161
2014,Idaho,ID,61,Educational services,08:  <500,420,434,5005,114544000,22885.91409
2014,Idaho,ID,62,Health care and social assistance,08:  <500,4213,4602,49090,1651453000,33641.33225
2014,Idaho,ID,71,"Arts, entertainment, and recreation",08:  <500,707,720,6834,136410000,19960.49166
2014,Idaho,ID,72,Accommodation and food services,08:  <500,2755,3096,38745,543964000,14039.59221
2014,Idaho,ID,81,Other services (except public administration),08:  <500,3128,3251,16829,408862000,24295.08586
2014,Idaho,ID,--,Total,08:  <500,35525,38089,293893,9683323000,32948.46424
2014,Idaho,ID,31-33,Manufacturing,08:  <500,1590,1614,25592,991436000,38740.07502
2014,Idaho,ID,44-45,Retail trade,08:  <500,3686,4300,33658,953945000,28342.29604
2014,Idaho,ID,48-49,Transportation and warehousing,08:  <500,1534,1560,10926,401125000,36712.88669
2014,Illinois,IL,11,"Agriculture, forestry, fishing and hunting",08:  <500,293,306,1285,49872000,38810.89494
2014,Illinois,IL,21,"Mining, quarrying, and oil and gas extraction",08:  <500,452,495,5375,383693000,71384.74419
2014,Illinois,IL,22,Utilities,08:  <500,151,184,3282,254162000,77441.19439
2014,Illinois,IL,23,Construction,08:  <500,27954,28039,156609,10612052000,67761.44411
2014,Illinois,IL,42,Wholesale trade,08:  <500,14716,16050,171295,10755440000,62788.98975
2014,Illinois,IL,51,Information,08:  <500,2785,2922,35181,2423465000,68885.62008
2014,Illinois,IL,52,Finance and insurance,08:  <500,11853,14165,104641,8411987000,80389.01578
2014,Illinois,IL,53,Real estate and rental and leasing,08:  <500,9679,10339,50923,2669469000,52421.67586
2014,Illinois,IL,54,"Professional, scientific, and technical services",08:  <500,36191,36810,217579,16012200000,73592.58017
2014,Illinois,IL,55,Management of companies and enterprises,08:  <500,819,846,16696,1317356000,78902.49161
2014,Illinois,IL,56,Administrative and support and waste management and remediation services,08:  <500,14103,14352,152153,6268295000,41197.31455
2014,Illinois,IL,61,Educational services,08:  <500,3757,3931,70145,2086805000,29749.87526
2014,Illinois,IL,62,Health care and social assistance,08:  <500,25855,29093,350892,14042106000,40018.31333
2014,Illinois,IL,71,"Arts, entertainment, and recreation",08:  <500,4199,4302,49282,1673818000,33964.08425
2014,Illinois,IL,72,Accommodation and food services,08:  <500,20760,22320,303329,4985019000,16434.36335
2014,Illinois,IL,81,Other services (except public administration),08:  <500,29237,30327,207766,6396615000,30787.59277
2014,Illinois,IL,--,Total,08:  <500,249505,265843,2441995,1.11694E+11,45739.01707
2014,Illinois,IL,31-33,Manufacturing,08:  <500,11785,12128,265564,13503363000,50847.86718
2014,Illinois,IL,44-45,Retail trade,08:  <500,23440,26076,202551,6480837000,31996.07506
2014,Illinois,IL,48-49,Transportation and warehousing,08:  <500,12504,12713,76973,3358373000,43630.53278
2014,Indiana,IN,11,"Agriculture, forestry, fishing and hunting",08:  <500,236,240,981,35073000,35752.29358
2014,Indiana,IN,21,"Mining, quarrying, and oil and gas extraction",08:  <500,157,185,3180,215982000,67918.86792
2014,Indiana,IN,22,Utilities,08:  <500,160,182,3060,214902000,70229.41176
2014,Indiana,IN,23,Construction,08:  <500,12712,12784,92671,4828664000,52105.44831
2014,Indiana,IN,42,Wholesale trade,08:  <500,5496,6054,67090,3413357000,50877.28425
2014,Indiana,IN,51,Information,08:  <500,908,1017,12609,538231000,42686.25585
2014,Indiana,IN,52,Finance and insurance,08:  <500,4474,5665,37778,1959132000,51859.07142
2014,Indiana,IN,53,Real estate and rental and leasing,08:  <500,4355,4999,22423,838347000,37387.81608
2014,Indiana,IN,54,"Professional, scientific, and technical services",08:  <500,11569,11886,71862,3838131000,53409.74368
2014,Indiana,IN,55,Management of companies and enterprises,08:  <500,355,379,7108,425145000,59812.18346
2014,Indiana,IN,56,Administrative and support and waste management and remediation services,08:  <500,5865,6005,61097,1968371000,32217.1465
2014,Indiana,IN,61,Educational services,08:  <500,1416,1481,23015,592270000,25734.08647
2014,Indiana,IN,62,Health care and social assistance,08:  <500,9829,11392,166165,6127470000,36875.81621
2014,Indiana,IN,71,"Arts, entertainment, and recreation",08:  <500,1950,2001,23652,642002000,27143.6665
2014,Indiana,IN,72,Accommodation and food services,08:  <500,9022,10094,151294,2001215000,13227.3256
2014,Indiana,IN,81,Other services (except public administration),08:  <500,14836,15552,107536,2648829000,24632.0209
2014,Indiana,IN,--,Total,08:  <500,105176,115043,1183203,42938700000,36290.22239
2014,Indiana,IN,31-33,Manufacturing,08:  <500,6533,6793,178174,7774664000,43635.23297
2014,Indiana,IN,44-45,Retail trade,08:  <500,11827,13908,111746,3228055000,28887.43221
