STATE DESCRIPTION,NAICS CODE,NAICS DESCRIPTION,ENTERPRISE EMPLOYMENT SIZE,EMPLOYMENT,"ANNUAL PAYROLL ($1,000)",YEAR
Hawaii,11,"Agriculture, forestry, fishing and hunting",8:   <500,313,6052,2008
Hawaii,21,"Mining, quarrying, and oil and gas extraction",8:   <500,0,0,2008
Hawaii,21,"Mining, quarrying, and oil and gas extraction",9:   500+,0,0,2008
Hawaii,22,Utilities,8:   <500,0,0,2008
Hawaii,22,Utilities,9:   500+,0,0,2008
Hawaii,23,Construction,8:   <500,29154,1620449,2008
Hawaii,23,Construction,9:   500+,4877,367929,2008
Hawaii,42,Wholesale trade,8:   <500,15201,576811,2008
Hawaii,42,Wholesale trade,9:   500+,5366,298279,2008
Hawaii,51,Information,8:   <500,3006,139451,2008
Hawaii,51,Information,9:   500+,6970,393367,2008
Hawaii,52,Finance and insurance,8:   <500,7135,365218,2008
Hawaii,52,Finance and insurance,9:   500+,12228,724703,2008
Hawaii,53,Real estate and rental and leasing,8:   <500,8961,351905,2008
Hawaii,53,Real estate and rental and leasing,9:   500+,6766,279559,2008
Hawaii,54,"Professional, scientific, and technical services",8:   <500,18315,1012125,2008
Hawaii,54,"Professional, scientific, and technical services",9:   500+,5749,304067,2008
Hawaii,55,Management of companies and enterprises,8:   <500,2123,103903,2008
Hawaii,55,Management of companies and enterprises,9:   500+,4346,290050,2008
Hawaii,56,Administrative and support and waste management and remediation services,8:   <500,22707,607472,2008
Hawaii,56,Administrative and support and waste management and remediation services,9:   500+,24847,696709,2008
Hawaii,61,Educational services,8:   <500,8667,256514,2008
Hawaii,61,Educational services,9:   500+,10492,356565,2008
Hawaii,62,Health care and social assistance,8:   <500,34610,1457661,2008
Hawaii,62,Health care and social assistance,9:   500+,30191,1430474,2008
Hawaii,71,"Arts, entertainment, and recreation",8:   <500,9330,208868,2008
Hawaii,71,"Arts, entertainment, and recreation",9:   500+,1563,34179,2008
Hawaii,72,Accommodation and food services,8:   <500,47296,833328,2008
Hawaii,72,Accommodation and food services,9:   500+,52560,1476778,2008
Hawaii,81,Other services (except public administration),8:   <500,22543,601127,2008
Hawaii,81,Other services (except public administration),9:   500+,3776,83717,2008
Hawaii,99,Industries not classified,8:   <500,0,794,2008
Hawaii,31-33,Manufacturing,8:   <500,10544,317599,2008
Hawaii,31-33,Manufacturing,9:   500+,3646,189153,2008
Hawaii,44-45,Retail trade,8:   <500,30808,783559,2008
Hawaii,44-45,Retail trade,9:   500+,40565,1002585,2008
Hawaii,48-49,Transportation and warehousing,8:   <500,11068,360536,2008
Hawaii,48-49,Transportation and warehousing,9:   500+,19115,765884,2008
Idaho,11,"Agriculture, forestry, fishing and hunting",8:   <500,3182,102245,2008
Idaho,11,"Agriculture, forestry, fishing and hunting",9:   500+,0,2324,2008
Idaho,21,"Mining, quarrying, and oil and gas extraction",8:   <500,1778,94074,2008
Idaho,21,"Mining, quarrying, and oil and gas extraction",9:   500+,1129,82266,2008
Idaho,22,Utilities,8:   <500,705,34018,2008
Idaho,22,Utilities,9:   500+,0,0,2008
Idaho,23,Construction,8:   <500,42442,1467472,2008
Idaho,23,Construction,9:   500+,1067,56653,2008
Idaho,42,Wholesale trade,8:   <500,16643,630555,2008
Idaho,42,Wholesale trade,9:   500+,9240,485345,2008
Idaho,51,Information,8:   <500,4584,172415,2008
Idaho,51,Information,9:   500+,9862,378468,2008
Idaho,52,Finance and insurance,8:   <500,10185,402746,2008
Idaho,52,Finance and insurance,9:   500+,13060,595155,2008
Idaho,53,Real estate and rental and leasing,8:   <500,6749,195378,2008
Idaho,53,Real estate and rental and leasing,9:   500+,1357,33440,2008
Idaho,54,"Professional, scientific, and technical services",8:   <500,18993,773032,2008
Idaho,54,"Professional, scientific, and technical services",9:   500+,13263,798344,2008
Idaho,55,Management of companies and enterprises,8:   <500,1520,93363,2008
Idaho,55,Management of companies and enterprises,9:   500+,7175,736168,2008
Idaho,56,Administrative and support and waste management and remediation services,8:   <500,16444,424663,2008
Idaho,56,Administrative and support and waste management and remediation services,9:   500+,21750,492870,2008
Idaho,61,Educational services,8:   <500,4316,86530,2008
Idaho,61,Educational services,9:   500+,5408,101311,2008
Idaho,62,Health care and social assistance,8:   <500,47282,1514389,2008
Idaho,62,Health care and social assistance,9:   500+,29453,1115404,2008
Idaho,71,"Arts, entertainment, and recreation",8:   <500,6539,124631,2008
Idaho,71,"Arts, entertainment, and recreation",9:   500+,2246,21611,2008
Idaho,72,Accommodation and food services,8:   <500,37952,433938,2008
Idaho,72,Accommodation and food services,9:   500+,18730,264936,2008
Idaho,81,Other services (except public administration),8:   <500,17211,372450,2008
Idaho,81,Other services (except public administration),9:   500+,2438,63284,2008
Idaho,99,Industries not classified,8:   <500,45,611,2008
Idaho,31-33,Manufacturing,8:   <500,27186,902440,2008
Idaho,31-33,Manufacturing,9:   500+,36274,1868615,2008
Idaho,44-45,Retail trade,8:   <500,39111,941090,2008
Idaho,44-45,Retail trade,9:   500+,42535,950996,2008
Idaho,48-49,Transportation and warehousing,8:   <500,10217,309624,2008
Idaho,48-49,Transportation and warehousing,9:   500+,6837,230176,2008
Illinois,11,"Agriculture, forestry, fishing and hunting",8:   <500,1176,42366,2008
Illinois,11,"Agriculture, forestry, fishing and hunting",9:   500+,0,0,2008
Illinois,21,"Mining, quarrying, and oil and gas extraction",8:   <500,4448,266804,2008
Illinois,21,"Mining, quarrying, and oil and gas extraction",9:   500+,4287,270012,2008
Illinois,22,Utilities,8:   <500,2203,145527,2008
Illinois,22,Utilities,9:   500+,25064,2603168,2008
Illinois,23,Construction,8:   <500,212545,12337884,2008
Illinois,23,Construction,9:   500+,32538,2308629,2008
Illinois,42,Wholesale trade,8:   <500,180589,9981990,2008
Illinois,42,Wholesale trade,9:   500+,137234,9592819,2008
Illinois,51,Information,8:   <500,36625,2194142,2008
Illinois,51,Information,9:   500+,95083,6652533,2008
Illinois,52,Finance and insurance,8:   <500,116199,8335946,2008
Illinois,52,Finance and insurance,9:   500+,230877,22242015,2008
Illinois,53,Real estate and rental and leasing,8:   <500,56491,2465267,2008
Illinois,53,Real estate and rental and leasing,9:   500+,29302,1748704,2008
Illinois,54,"Professional, scientific, and technical services",8:   <500,216584,14341925,2008
Illinois,54,"Professional, scientific, and technical services",9:   500+,158886,12904966,2008
Illinois,55,Management of companies and enterprises,8:   <500,16085,1180676,2008
Illinois,55,Management of companies and enterprises,9:   500+,164454,16710656,2008
Illinois,56,Administrative and support and waste management and remediation services,8:   <500,175744,5923506,2008
Illinois,56,Administrative and support and waste management and remediation services,9:   500+,347452,8549488,2008
Illinois,61,Educational services,8:   <500,57755,1600328,2008
Illinois,61,Educational services,9:   500+,86409,3495847,2008
Illinois,62,Health care and social assistance,8:   <500,340943,13076303,2008
Illinois,62,Health care and social assistance,9:   500+,386112,16664403,2008
Illinois,71,"Arts, entertainment, and recreation",8:   <500,52418,1561481,2008
Illinois,71,"Arts, entertainment, and recreation",9:   500+,25883,780364,2008
Illinois,72,Accommodation and food services,8:   <500,287967,4037090,2008
Illinois,72,Accommodation and food services,9:   500+,191052,3351927,2008
Illinois,81,Other services (except public administration),8:   <500,211429,5758411,2008
Illinois,81,Other services (except public administration),9:   500+,44898,1589306,2008
Illinois,99,Industries not classified,8:   <500,0,9643,2008
Illinois,31-33,Manufacturing,8:   <500,316320,13909468,2008
Illinois,31-33,Manufacturing,9:   500+,328658,18364431,2008
Illinois,44-45,Retail trade,8:   <500,240396,6649244,2008
Illinois,44-45,Retail trade,9:   500+,412299,9072416,2008
Illinois,48-49,Transportation and warehousing,8:   <500,76477,2919759,2008
Illinois,48-49,Transportation and warehousing,9:   500+,160451,6869349,2008
Indiana,11,"Agriculture, forestry, fishing and hunting",8:   <500,1288,37641,2008
Indiana,11,"Agriculture, forestry, fishing and hunting",9:   500+,0,0,2008
Indiana,21,"Mining, quarrying, and oil and gas extraction",8:   <500,2558,132674,2008
Indiana,21,"Mining, quarrying, and oil and gas extraction",9:   500+,3541,241837,2008
Indiana,22,Utilities,8:   <500,3124,182792,2008
Indiana,22,Utilities,9:   500+,12816,931223,2008
Indiana,23,Construction,8:   <500,117659,5213787,2008
Indiana,23,Construction,9:   500+,21978,1467058,2008
Indiana,42,Wholesale trade,8:   <500,71902,3146558,2008
Indiana,42,Wholesale trade,9:   500+,45175,2267996,2008
Indiana,51,Information,8:   <500,13653,515803,2008
Indiana,51,Information,9:   500+,31934,1641752,2008
Indiana,52,Finance and insurance,8:   <500,41301,1794509,2008
Indiana,52,Finance and insurance,9:   500+,64613,3768910,2008
Indiana,53,Real estate and rental and leasing,8:   <500,23908,729761,2008
Indiana,53,Real estate and rental and leasing,9:   500+,10746,373057,2008
Indiana,54,"Professional, scientific, and technical services",8:   <500,74518,3478392,2008
Indiana,54,"Professional, scientific, and technical services",9:   500+,28817,1731136,2008
Indiana,55,Management of companies and enterprises,8:   <500,7277,426474,2008
Indiana,55,Management of companies and enterprises,9:   500+,42745,4130253,2008
Indiana,56,Administrative and support and waste management and remediation services,8:   <500,66589,1805915,2008
Indiana,56,Administrative and support and waste management and remediation services,9:   500+,104814,2820254,2008
Indiana,61,Educational services,8:   <500,21169,502978,2008
Indiana,61,Educational services,9:   500+,36057,969737,2008
Indiana,62,Health care and social assistance,8:   <500,172586,6298000,2008
Indiana,62,Health care and social assistance,9:   500+,203195,7803171,2008
Indiana,71,"Arts, entertainment, and recreation",8:   <500,24738,642028,2008
Indiana,71,"Arts, entertainment, and recreation",9:   500+,10121,340037,2008
Indiana,72,Accommodation and food services,8:   <500,146974,1661684,2008
Indiana,72,Accommodation and food services,9:   500+,113436,1685460,2008
Indiana,81,Other services (except public administration),8:   <500,108726,2396720,2008
Indiana,81,Other services (except public administration),9:   500+,18704,498730,2008
Indiana,99,Industries not classified,8:   <500,203,3201,2008
Indiana,31-33,Manufacturing,8:   <500,196757,7287902,2008
Indiana,31-33,Manufacturing,9:   500+,326926,16585287,2008
Indiana,44-45,Retail trade,8:   <500,129465,3157891,2008
Indiana,44-45,Retail trade,9:   500+,201405,3964384,2008
Indiana,48-49,Transportation and warehousing,8:   <500,42522,1480605,2008
Indiana,48-49,Transportation and warehousing,9:   500+,74366,2679960,2008
Iowa,11,"Agriculture, forestry, fishing and hunting",8:   <500,1206,49056,2008
Iowa,11,"Agriculture, forestry, fishing and hunting",9:   500+,0,0,2008
Iowa,21,"Mining, quarrying, and oil and gas extraction",8:   <500,1227,59555,2008
Iowa,21,"Mining, quarrying, and oil and gas extraction",9:   500+,0,24827,2008
Iowa,22,Utilities,8:   <500,1788,91288,2008
Iowa,22,Utilities,9:   500+,0,0,2008
Iowa,23,Construction,8:   <500,57504,2663091,2008
Iowa,23,Construction,9:   500+,5165,325011,2008
Iowa,42,Wholesale trade,8:   <500,47326,1989571,2008
Iowa,42,Wholesale trade,9:   500+,18654,937543,2008
Iowa,51,Information,8:   <500,11069,390742,2008
Iowa,51,Information,9:   500+,23541,1088612,2008
Iowa,52,Finance and insurance,8:   <500,34250,1554917,2008
Iowa,52,Finance and insurance,9:   500+,60211,3624508,2008
Iowa,53,Real estate and rental and leasing,8:   <500,9879,296255,2008
Iowa,53,Real estate and rental and leasing,9:   500+,4802,198266,2008
Iowa,54,"Professional, scientific, and technical services",8:   <500,34360,1498050,2008
Iowa,54,"Professional, scientific, and technical services",9:   500+,12206,633972,2008
Iowa,55,Management of companies and enterprises,8:   <500,4844,279300,2008
Iowa,55,Management of companies and enterprises,9:   500+,16247,1167307,2008
Iowa,56,Administrative and support and waste management and remediation services,8:   <500,31493,807001,2008
Iowa,56,Administrative and support and waste management and remediation services,9:   500+,44494,1068611,2008
Iowa,61,Educational services,8:   <500,12375,285735,2008
Iowa,61,Educational services,9:   500+,23311,531075,2008
Iowa,62,Health care and social assistance,8:   <500,108794,3386606,2008
Iowa,62,Health care and social assistance,9:   500+,91982,3529365,2008
Iowa,71,"Arts, entertainment, and recreation",8:   <500,14724,229658,2008
Iowa,71,"Arts, entertainment, and recreation",9:   500+,8100,144784,2008
Iowa,72,Accommodation and food services,8:   <500,81030,845608,2008
Iowa,72,Accommodation and food services,9:   500+,34039,526371,2008
Iowa,81,Other services (except public administration),8:   <500,48954,975479,2008
Iowa,81,Other services (except public administration),9:   500+,4143,140671,2008
Iowa,99,Industries not classified,8:   <500,297,3323,2008
Iowa,31-33,Manufacturing,8:   <500,76099,2821345,2008
Iowa,31-33,Manufacturing,9:   500+,152091,7018125,2008
Iowa,44-45,Retail trade,8:   <500,73350,1751678,2008
Iowa,44-45,Retail trade,9:   500+,106914,2001104,2008
Iowa,48-49,Transportation and warehousing,8:   <500,23529,764120,2008
Iowa,48-49,Transportation and warehousing,9:   500+,30494,1112619,2008
Kansas,11,"Agriculture, forestry, fishing and hunting",8:   <500,703,21042,2008
Kansas,11,"Agriculture, forestry, fishing and hunting",9:   500+,0,0,2008
Kansas,21,"Mining, quarrying, and oil and gas extraction",8:   <500,8104,410962,2008
Kansas,21,"Mining, quarrying, and oil and gas extraction",9:   500+,2966,209484,2008
Kansas,22,Utilities,8:   <500,1851,114129,2008
Kansas,22,Utilities,9:   500+,5463,426937,2008
Kansas,23,Construction,8:   <500,58732,2395347,2008
Kansas,23,Construction,9:   500+,9338,554726,2008
Kansas,42,Wholesale trade,8:   <500,39422,1779524,2008
Kansas,42,Wholesale trade,9:   500+,21109,1299131,2008
